,Nombre de façades,Parkings intérieurs,Parkings extérieurs,Surface habitable,Chambres,Salles de bains,Surface du terrain,Consommation d'énergie primaire,Classe énergétique,Numéro du rapport PEB,Emission CO₂,Consommation théorique totale d'énergie primaire,Droit d'achat prioritaire possible,Procédure pour violation de la réglementation urbanistique,Type de zone inondable,Affectation urbanistique la plus récente sur la base des dénominations utilisées dans le registre des plans,Prix,Immeuble de rapport,Adresse,Site internet,Quartier ou lieu-dit,Permis de bâtir obtenu,Autorisation de lotissement,Année de construction,Surface du salon,Type de cuisine,Surface de la cuisine,Surface de la chambre 1,Surface de la chambre 2,Surface de la chambre 3,Surface de la chambre 4,Salles de douche,Toilettes,Cave,Meublé,"Eau, gaz & électricité",Terrasse,Piscine,Attestation as-built,Attestation de conformité des citernes à mazout,Type de chauffage,Double vitrage,À partir de,État du bâtiment,Dressing,Grenier,Raccordement à l'égout,Pompe à chaleur,Bureau,Largeur de la façade à rue,Largeur du terrain à rue,Jardin,Orientation du jardin,Type d’environnement,Surface de bureau,Surface de l'espace professionnel,Parlophone,Accès sécurisé / alarme,Revenu cadastral,Référence externe,Disponible le,Visite virtuelle,Salon,Porte blindée,Orientation de la terrasse,Ascenseur,Accessible aux personnes avec un handicap,Interphone vidéo,Type de construction,Surface constructible totale au sol,Obligation de construire,Niveau E (performance énergétique globale),Panneaux solaires,Surface du jardin,Surface de la terrasse,Espace professionnel,Panneaux photovoltaïques,Chauffe-eau commun,Surface de la cave,Combien de feux ouverts ?,Buanderie,Surface du grenier,Terrain boisé,Terrain arrière,Terrain plat,Salle à manger,Terrain à front de rue,Concierge,Climatisation,Jacuzzi,Sauna,Internet,Nom de l'agent,Isolé,Nombre d'annexes,Lieu de la vente,Séance unique,Modalités de visite,Mise à prix,Date de la vente,Charges mensuelles,Revenu mensuel actuel,Surface de la chambre 5
61,2,,,175 m²,4,2,242 m²,185 kWh/m²,B,20210705-0002437831-RES-1,6870 kg CO₂/m²,Non communiqué,Non,Non,Zone non inondable,Zone d'habitat mixte (habitat & activité économique),419.000 €,Non,,,,Oui,Oui,1938,30 m²,Américaine hyper-équipée,25 m²,30 m²,18 m²,16 m²,15 m²,,3,,Non,Oui,,Non,,,Gaz,Oui,Après la signature de l’acte,Fraîchement rénové,Non,,Connecté,Non,Non,6 m,6 m,,Nord-ouest,"Zone d'habitat (résidentiel, urbain ou rural)",,16 m²,Oui,Non,453 €,,,,,Non,Nord-ouest,Non,Non,Oui,,185 m²,,,Non,162 m²,18 m²,Non,Non,Non,16 m²,,,3 m²,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,,Oui,,,,,,,100 €,,
62,2,,,95 m²,1,1,113 m²,390 kWh/m²,D,2457154,Non communiqué,Non communiqué,Non,,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",198.000 €,Non,"Rubensstraat 141
2300 - Turnhout",4500852,,,,1955,37 m²,,,13 m²,,,,,,,Non,Oui,Oui,,,,Gaz,Oui,Après la signature de l’acte,Excellent état,,,Connecté,,,,,,,,,,,,327 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non,Non,Zone non inondable,,,Non,"Merksplassesteenweg 18
2310 - Rijkevorsel",,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,,,182 m²,2,1,96 m²,Non communiqué,Non communiqué,20190620-0002168049-RES-1,Non communiqué,Non communiqué,,,Zone non inondable,,275.000 €,Non,,,,,,,,,,,,,,,1,,Non,Non,,,,,Gaz,Oui,Après la signature de l’acte,Excellent état,Non,,,Non,Non,8 m,,,,Urbain,,,,,628 €,,,,,Non,,,,,Toutes sortes,,,280,Non,,10 m²,Non,Non,Non,,,,,Non,Non,Non,,Non,,,,,,,,,,,,,,,,
65,2,,,170 m²,3,1,189 m²,210 kWh/m²,C,2453871,Non communiqué,Non communiqué,Oui,,Zone non inondable,,239.000 €,Non,"Rubensstraat 141
2300 - Turnhout",4452505,,,,,35 m²,,7 m²,14 m²,13 m²,24 m²,,,1,Oui,Non,Oui,Oui,,,,Gaz,Oui,Après la signature de l’acte,À rafraîchir,,Oui,Connecté,,,,,,,,,,,,411 €,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
66,3,1,1,175 m²,4,1,481 m²,197 kWh/m²,B,2447841,Non communiqué,Non communiqué,Non,,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",389.000 €,Non,"Rubensstraat 141
2300 - Turnhout",4432509,,Oui,Non,1999,34 m²,,12 m²,17 m²,12 m²,13 m²,14 m²,,2,,Non,Oui,Oui,,,,Gaz,Oui,À définir,,,Oui,Connecté,,,,,,,,,,,,743 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,138 m²,,,Équipée,Oui,Oui,210 kWh/m²,20210517-0002416005-RES-2,Non communiqué,Non communiqué,Gaz,Non,150.000 €,,406 €,,,Yves STAMMEN,,,,,Zone non inondable,2,,1,,,,,,,,190 m²,,,C,,,,Non,,1958,,,Oui,,Non,,,,,,,,,,,"Parklaan, 122
2300 - TURNHOUT",,,Oui,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
vanaf 9/10, vrije bezichtiging, iedere zat. van 11u-12u en woe. op afspraak van 17u-18u",Après la signature de l’acte,Non,,,,
68,1,136 m²,,3,190 m²,,E,20210722-0002444391-RES-1,Non communiqué,Non communiqué,Oui,Zone non inondable,,,679 €,,,Yves STAMMEN,,,,176.000 €,,2,,,,,,,,,,483 kWh/m²,,,,,,,,,1975,,,,,,,,,,,,,,,,"Parklaan, 122
2300 - TURNHOUT",,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
Vanaf 16/10/2021 vrije bezichtiging iedere zaterdag van 11u-12u en op woensdagen op afspraak van 17u-18u",Après la signature de l’acte,Non,,,,
69,Oui,,,,1,Oui,F,20210214-0002372176-RES-1,Non communiqué,Non communiqué,Non,Non,80.000 €,,329 €,,,Hanne SEGERS,,,,,Zone non inondable,À rénover,,1,,,,,,,150 m²,,,,,,,,,,1935,2,,606 kWh/m²,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,Oui,Équipée,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,Non,"nl :
elke woe. en zat. van 15u-18u, vanaf 4/9 tem zat. 2/10",Après la signature de l’acte,Non,,,,
70,Oui,,,,Oui,105 m²,F,20210226-0002379386-RES-1,Non communiqué,Non communiqué,Gaz,Non,82.000 €,,267 €,,,Tom DUPONT,,,,,Zone non inondable,À rénover,,,,,,,,,,703 kWh/m²,,,,,,,Non,,1918,2,,,,Non,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
elke woe. tssn 16u-18u, vanaf 22/9",Après la signature de l’acte,Non,,,,
71,2,,,125 m²,3,1,84 m²,354 kWh/m²,D,1344897,Non communiqué,Non communiqué,Non,,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",155.000 €,Non,"Rubensstraat 141
2300 - Turnhout",4342935,,Oui,Non,,28 m²,,10 m²,19 m²,12 m²,18 m²,,,1,,Non,Non,,,,,,,À définir,,,,Connecté,,,,,,,,,,,,389 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Oui,,,,Oui,Oui,F,20210816-0002451943-RES-1,Non communiqué,Non communiqué,Oui,Non,175.000 €,,555 €,,,Yati VINCKX,,,,Non,Zone non inondable,2,,1,,,,,,,,118 m²,,,,,,,,,1933,,,551 kWh/m²,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,Équipée,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
elke nuttige don. van 17u30-19u30 en elke nuttige zat. van 13u-15u",Après la signature de l’acte,Non,,,,
73,1,Oui,,,Oui,Oui,C,20210722-0002444368-RES-1,Non communiqué,Non communiqué,Oui,Non,169.000 €,,584 €,,,Yves STAMMEN,,,,Non,Zone non inondable,3,,1,,,,,,,,Oui,,,,,,,,,1966,,,154 m²,,,,,,,,,,,,,"Parklaan, 122
2300 - TURNHOUT",,,Équipée,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293 kWh/m²,,Non,"nl :
vanaf 9/10 - zonder afspraak en vrij te bezoeken elke zat. van 9u30-10u30 + woe. op afspraak van 17u-18u",Après la signature de l’acte,Non,,,,
74,Oui,,,,Oui,Oui,,20210517-000416076-RES-1,Non communiqué,Non communiqué,Gaz,Non,,,237 €,,,Yves STAMMEN,,,,,,2,,,,,,,,,,476 kWh/m²,,,,,,,Zone non inondable,,1938,,,E,,114.000 €,,,,,,,,,,,"Parklaan, 122
2300 - TURNHOUT",,,3,1,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,Non,"nl :
Vanaf 16/10/2021: zonder afspraak vrij te bezoeken elke zaterdag van 9u30-10u30 + woensdag van 17u-18u enkel op afspraak",Après la signature de l’acte,Non,,,,
75,Oui,,,,260 m²,Oui,382 kWh/m²,20210805-0002447524-RES-1,Non communiqué,Non communiqué,Oui,Non,120.000 €,,242 €,,,Valerie HERMANS,,,,Non,Zone non inondable,2,,1,,,,,,,,,,,D,,,,,,1960,,,,,,,,,,,,,,,,"Parklaan 22 /10
2300 - Turnhout",,,Oui,Équipée,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,Non,"nl :
elke zat. van 14u-16u en elke woe. van 16u-17u en dit vanaf 18/9 tem 16/10",Après la signature de l’acte,Non,,,,
76,1,Oui,,,143 m²,780 kWh/m²,F,20210721-0002444070-RES-1,Non communiqué,Non communiqué,Oui,Non,145.000 €,,582 €,,,Yati VINCKX,,,,Non,Zone non inondable,2,,1,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,Équipée,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
elke zat. van 10u-12u, vanaf zat. 16/10 tem zat. 30/10",Après la signature de l’acte,Non,,,,
77,1,Oui,,,143 m²,488 kWh/m²,E,20210721-0002444088-RES-1,Non communiqué,Non communiqué,Oui,Non,145.000 €,,582 €,,,Yati VINCKX,,,,Non,Zone non inondable,2,,1,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,Équipée,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
elke zat. van 10u-12u, vanaf zat. 9/10 tem zat. 23/10",Après la signature de l’acte,Non,,,,
78,1,Oui,,,2,130 m²,E,20210721-0002107497-RES-2,Non communiqué,Non communiqué,Oui,Zone non inondable,,,582 €,,,Yati VINCKX,,,,149.000 €,,2,,,,,,,,,460 kWh/m²,,,,,,,,,,1969,,,,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
Elke zaterdag van 10u-12u, en dit vanaf zaterdag 16 oktober 2021 tot en met zaterdag 30 oktober 2021.",Après la signature de l’acte,Non,,,,
79,1,Oui,,,143 m²,789 kWh/m²,F,20210721-0002444078-RES-1,Non communiqué,Non communiqué,Oui,Non,149.000 €,,582 €,,,Yati VINCKX,,,,Non,Zone non inondable,2,,1,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,Équipée,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
elke zat. van 10u-12u, vanaf zat. 9/10 tem zat. 23/10",Après la signature de l’acte,Non,,,,
80,Oui,,,,6,131994 m²,E,20141019-0001684119-00000025-3,Non communiqué,Non communiqué,Non,Non,975.000 €,,6.087 €,,,Yati VINCKX,,,,,Zone d'inondation reconnue,4,,Oui,,,,,,,,,,,,,,,,,1960,,Oui,,,,449 kWh/m²,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,Oui,1,,,,,,,,,,,,,,,,,10,,,,,,Équipée,,,,,,,,,,Non,"nl :
telkens op zat. tssn 10u-12u, na tel. afspraak met het notariskantoor - eerste bezoekdag op zat. 2/10",Après la signature de l’acte,Non,,,,
81,1,,,,661 kWh/m²,,F,20141019-0001684213-00000010-3,Non communiqué,Non communiqué,Non,Non,450.000 €,,2.327 €,,,Yati VINCKX,,,,,Zone non inondable,4,,,,,,,,,,,,,,,,,,,1961,,,,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,9179 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
telkens op zat. tssn 10u-12u, na tel. afspraak met het notariskantoor - eerste bezoekdag op zat. 2/10",Après la signature de l’acte,Non,,,,
82,Oui,,,,Oui,Oui,434 kWh/m²,20210610-0002427627-RES-1,Non communiqué,Non communiqué,Non,Non,264.000 €,,734 €,,,Katleen LAURYSSEN,,,,,Zone non inondable,,,1,,,,,,,,495 m²,,,E,,,,,,2,,,Oui,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,Équipée,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
elke zat. van 10u-12u, vanaf 2/10 tem 30/10",Après la signature de l’acte,Non,,,,
83,,,,,220 m²,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non,Non,6.600 €,,257 €,,,Johnny VAN LAER,,,,,Zone non inondable,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
op alle nuttige zaterdagen van 10u-12u",Après la signature de l’acte,Non,,,,
84,,,,,266 kWh/m²,C,,20190830-0002189986-RES-1,Non communiqué,Non communiqué,Oui,Non,350.000 €,,1.494 €,,,Stephane VAN ROOSBROECK,,,,Non,Zone non inondable,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,"Heuvelstraat, 54
2530 - BOECHOUT",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
woe. 16-17 en zat. 11-12 Start 8 sept. 2021",Après la signature de l’acte,Oui,,,,
85,1,,,,9068 m²,,247 kWh/m²,C,20141019-0001684189-00000017-3,Non communiqué,Non communiqué,Oui,Zone non inondable,,370.000 €,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",Yati VINCKX,,,Non,Non,4,,,,,,,,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
telkens op zat. tssn 10u-12u, na tel. afspraak met het notariskantoor - eerste bezoekdag op zat. 2/10",Après la signature de l’acte,1.846 €,,,,
86,,,,,Non communiqué,Non communiqué,,Non communiqué,Non communiqué,Non communiqué,Non,Non,9.600 €,,245 €,,,Johnny VAN LAER,,,,,Zone non inondable,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
op alle nuttige zaterdagen van 10u-12u",Immédiatement,Non,,,,
87,1,,,,9832 m²,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non,Zone non inondable,,250.000 €,,,"Antoine Coppenslaan, 12 bus 2
2300 - Turnhout",Yati VINCKX,,,,Non,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,"nl :
telkens op zat. tssn 10u-12u, na tel. afspraak met het notariskantoor - eerste bezoekdag op zat. 2/10",Après la signature de l’acte,519 €,,,,
88,,,,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,,,,,,Non,"L. de Waelplaats 24A
2000 - Antwerpen",Heizijde - woningen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2,,,60 m²,1,1,434 m²,257 kWh/m²,C,1748833,Non communiqué,Non communiqué,Non,Non,Zone non inondable,Zone agricole,184.000 €,Non,"Kempenlaan 32
2300 - Turnhout",13050 - TUR-21-GME-0,,Oui,Oui,1958,10 m²,Pas équipée,11 m²,17 m²,,,,,1,Oui,Non,Oui,Oui,,Non,,Gaz,Oui,Selon le locataire,Excellent état,,,,,,,,Oui,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2,1,,90 m²,3,1,131 m²,331 kWh/m²,D,Non communiqué,Non communiqué,Non communiqué,,,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",187.000 €,Non,"Parklaan 101
2300 - Turnhout",19167 - 126621270,,,,1938,26 m²,Équipée,11 m²,13 m²,13 m²,11 m²,,,2,,Non,,,,Non,,Gaz,Oui,,À rafraîchir,,,,,,,,,,,,,,,458 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2,,,143 m²,3,1,202 m²,204 kWh/m²,C,1930918,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",255.000 €,Non,"Kempenlaan 32
2300 - Turnhout",39668 - TUR-21-AGH-0,,Oui,Non,1959,27 m²,Américaine équipée,8 m²,13 m²,,,,,1,,Non,Oui,Oui,,Non,,Gaz,Oui,À définir,Bon,,,,,,,,Oui,Sud-est,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,416 €,,,,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,
92,4,,,140 m²,3,1,480 m²,301 kWh/m²,C,20211002-0002471719-RES-1,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",319.000 €,Non,"Kempenlaan 32
2300 - Turnhout",39003 - TUR-21-GME-1,,Oui,Non,1972,,Équipée,12 m²,13 m²,12 m²,8 m²,,,1,,Non,Oui,Oui,,Non,,Gaz,Oui,Après la signature de l’acte,Excellent état,,,,,,,,Oui,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2,,,143 m²,2,1,165 m²,239 kWh/m²,C,20210329-0002394022-RES-1,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",289.000 €,Non,"Kempenlaan 32
2300 - Turnhout",37022 - TUR-21-GME-0,,Oui,Non,1977,,Équipée,19 m²,16 m²,14 m²,,,,2,,Non,Oui,Oui,,Non,,Gaz,Oui,Après la signature de l’acte,Excellent état,,,,,,,,Oui,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non,Non,Zone non inondable,,,Non,"Merksplassesteenweg 18
2310 - Rijkevorsel",,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2,,,164 m²,3,1,224 m²,478 kWh/m²,E,20210525-0002419907-RES-1,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",315.000 €,Non,"Kempenlaan 32
2300 - Turnhout",37057 - TUR-21-GME-1,,Oui,Non,1964,,Semi-équipée,8 m²,15 m²,15 m²,7 m²,,1,2,,Non,Oui,Oui,,Non,,Gaz,Oui,Après la signature de l’acte,Bon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,
96,3,,,116 m²,3,1,339 m²,115 kWh/m²,B,Non communiqué,Non communiqué,Non communiqué,,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",319.000 €,Non,"Kempenlaan 32
2300 - Turnhout",37118 - TUR-21-GME-1,,Oui,Non,2012,,Équipée,12 m²,12 m²,8 m²,8 m²,,,2,,Non,Oui,,,Non,,Gaz,Oui,Après la signature de l’acte,Bon,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,103 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2,1,,279 m²,3,2,254 m²,118 kWh/m²,B,20210429-002408553-RES-1,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",419.000 €,Non,"Kempenlaan 32
2300 - Turnhout",37010 - TUR-21-GME-1,,Oui,Non,1993,,Équipée,50 m²,37 m²,25 m²,13 m²,12 m²,,3,Oui,Non,Oui,Oui,,Non,,Gaz,Oui,Après la signature de l’acte,Bon,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2,1,1,158 m²,4,1,213 m²,640 kWh/m²,F,Non communiqué,Non communiqué,Non communiqué,Oui,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",245.000 €,Non,"Kempenlaan 32
2300 - Turnhout",38462 - TUR-21-SSC-0,,Oui,,1963,40 m²,Semi-équipée,,,,,,,1,Oui,Non,Oui,,,Non,"Oui, conforme",Gaz,Oui,Après la signature de l’acte,À rénover,,,,,,,6 m,Oui,Nord-ouest,,,,,,580 €,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2,,,100 m²,3,1,55 m²,739 kWh/m²,F,20210625-0002430978-RES-2,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",175.000 €,Non,"Kempenlaan 32
2300 - Turnhout",37017 - TUR-21-GME-1,,Oui,Non,1961,,Pas équipée,9 m²,16 m²,9 m²,7 m²,,,1,,Non,Oui,,,Non,,Gaz,Oui,Après la signature de l’acte,Bon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,,,,,,
100,2,,,149 m²,3,1,224 m²,625 kWh/m²,F,20210210-0002371751-RES-1,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",225.000 €,Oui,"Kempenlaan 32
2300 - Turnhout",37013 - TUR-21-GME-0,,Oui,Non,,40 m²,Pas équipée,16 m²,16 m²,14 m²,8 m²,,,1,Oui,Non,Oui,,,Non,,Mazout,Oui,Après la signature de l’acte,Bon,,,,,,,,,,Urbain,,,,,,,,,,,,,,,,,,,,,38 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2,,,180 m²,3,1,354 m²,373 kWh/m²,D,20210802-0002447163-RES-1,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",259.000 €,Non,"Kempenlaan 32
2300 - Turnhout",34955 - TUR-21-GME-1,,Oui,Oui,1970,,Semi-équipée,13 m²,20 m²,18 m²,7 m²,,,2,Oui,Non,Oui,,,Non,,Gaz,,Après la signature de l’acte,À rafraîchir,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,150 m²,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
102,3,,,185 m²,4,1,,565 kWh/m²,F,Non communiqué,Non communiqué,Non communiqué,Non,Non,Zone non inondable,,298.000 €,Non,"Kempenlaan 32
2300 - Turnhout",37014 - GEE-21-JVR-0,,,Non,1962,41 m²,Semi-équipée,10 m²,20 m²,20 m²,20 m²,20 m²,,1,Oui,Non,,,,Non,,Gaz,,,Bon,,,,,,,11.72 m,,,,,,,,870 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2,,,220 m²,,,103 m²,133 kWh/m²,B,UC825,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",375.000 €,Oui,"Kempenlaan 32
2300 - Turnhout",37037 - TUR-21-GME-0,,Oui,Non,,,Pas équipée,,,,,,,2,Oui,Non,Oui,,,Non,,Gaz,Oui,Après la signature de l’acte,Bon,,,,,,,,,,Urbain,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2,,,220 m²,,,103 m²,133 kWh/m²,B,UC825,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",375.000 €,Oui,"Kempenlaan 32
2300 - Turnhout",13249 - TUR-21-GME-0,,Oui,Non,,,Pas équipée,,,,,,,2,Oui,Non,Oui,,,Non,,Gaz,Oui,Après la signature de l’acte,Bon,,,,,,,,,,Urbain,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,23 m²,23 m²,,Connecté,E,Non communiqué,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",269.000 €,290 €,"Krijgsbaan 11 b1
2640 - Mortsel",,,,,Non,,Hyper équipée,14 m²,3,19 m²,12 m²,Non,,,Oui,Non,94 m²,Oui,,,Gaz,,Non,,,Bon,1,,Oui,Non,,,,Est,499 kWh/m²,,,,,,Non,,1 novembre 2021 - 00:00,157 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,3,,,150 m²,2,1,616 m²,373 kWh/m²,D,20210611-0002428118-RES-1,Non communiqué,Non communiqué,,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",299.000 €,Non,"Kempenlaan 32
2300 - Turnhout",40293 - TUR-21-GME-1,,Oui,Non,,,Semi-équipée,6 m²,16 m²,15 m²,,,,2,,Non,Oui,,,Non,,Gaz,,Après la signature de l’acte,À rafraîchir,,,,,,,,Oui,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2,,,120 m²,2,1,177 m²,440 kWh/m²,E,20210521-0002418532-RES-1,Non communiqué,Non communiqué,Non,Non,Zone non inondable,"Zone d'habitat (résidentiel, urbain ou rural)",155.000 €,Non,"Kempenlaan 32
2300 - Turnhout",37007 - TUR-21-GME-1,,Oui,Non,,,Pas équipée,9 m²,19 m²,16 m²,,,,1,Oui,Non,Oui,,,Non,,Gaz,,Après la signature de l’acte,À rénover,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,60 m²,,,,,,1,,,,,,Oui,,,,,,,,,,,,,,,,,
108,3,,,35 m²,18 m²,1,337 kWh/m²,D,Non communiqué,Non communiqué,Non communiqué,Non,Zone non inondable,,"Zone d'habitat (résidentiel, urbain ou rural)",235.000 €,Non,"Parklaan 101
2300 - Turnhout",19114 - 126621217,,,,Non,,Équipée,10 m²,2,15 m²,1,,,,Non,,200 m²,,,,Gaz,,Oui,Non,,Fraîchement rénové,,,,,,,,,,,,,,,,,,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
