,À partir de,Quartier ou lieu-dit,État du bâtiment,Nombre de façades,Parkings intérieurs,Parkings extérieurs,Type d’environnement,Surface habitable,Surface du salon,Salle à manger,Type de cuisine,Surface de la cuisine,Chambres,Surface de la chambre 1,Surface de la chambre 2,Surface de la chambre 3,Salles de bains,Salles de douche,Toilettes,Meublé,Porte blindée,Surface du terrain,Raccordement à l'égout,"Eau, gaz & électricité",Surface du jardin,Surface de la terrasse,Ascenseur,Accessible aux personnes avec un handicap,Parlophone,Accès sécurisé / alarme,Interphone vidéo,Piscine,Consommation d'énergie primaire,Classe énergétique,Numéro du rapport PEB,Emission CO₂,Consommation théorique totale d'énergie primaire,Double vitrage,Surface constructible totale au sol,Type de zone inondable,Prix,Immeuble de rapport,Adresse,Site internet,Disponible le,Visite virtuelle,Permis de bâtir obtenu,Surface de la chambre 4,Surface de la chambre 5,Dressing,Cave,Grenier,Orientation du jardin,Type de chauffage,Pompe à chaleur,Affectation urbanistique la plus récente sur la base des dénominations utilisées dans le registre des plans,Attestation as-built,Panneaux photovoltaïques,Panneaux solaires,Année de construction,Revenu cadastral,Buanderie,Informations supplémentaires,Lieu de la vente,Séance unique,Modalités de visite,Mise à prix,Largeur de la façade à rue,Terrasse,Procédure pour violation de la réglementation urbanistique,Salon,Autorisation de lotissement,Droit d'achat prioritaire possible,Jardin,Largeur du terrain à rue,Surface de la cave,Référence externe,Bureau,Niveau E (performance énergétique globale),Espace professionnel,Terrain à front de rue,Terrain boisé,Terrain arrière,Terrain plat,Chauffe-eau commun,Type de construction,Obligation de construire,Attestation de conformité des citernes à mazout,Combien de feux ouverts ?,Orientation de la terrasse,Concierge,Climatisation,Jacuzzi,Sauna,Internet,Surface de bureau,Description libre du PEB,Pourcentage loué,Revenu mensuel actuel,Surface de l'espace professionnel,Nombre d'annexes,Nom de l'agent,Charges mensuelles,Nom du bien,Isolé,Surface du grenier
122,Après la signature de l’acte,,Bon,4,,,,629 m²,50 m²,,Hyper équipée,9 m²,10,19 m²,11 m²,46 m²,6,,6,,,1886 m²,,,,,,,,,,,Non communiqué,Non communiqué,20210412-0002400082-RES-1,Non communiqué,Non communiqué,Oui,,,Faire offre à partir de 1.150.000 €,Non,"Square Levie 3
1200 - Woluwe-St-Lambert",4526462,,,,16 m²,15 m²,,Oui,Oui,,Mazout,,,,,Oui,1946,7.543 €,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Après la signature de l’acte,,Fraîchement rénové,2,,,,140 m²,28 m²,,Hyper équipée,12 m²,3,28 m²,14 m²,14 m²,2,1,3,Non,,220 m²,,,105 m²,12 m²,Non,Non,,Oui,,Non,356 kWh/m²,G,Non communiqué,71 kg CO₂/m²,Non communiqué,Oui,180 m²,,650.000 €,Non,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",4356747,31 juillet 2021 - 00:00,,,,,,Oui,Oui,,,,,,,,1950,1.271 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Après la signature de l’acte,,À rafraîchir,2,1,2,,Oui,,Équipée,7 m²,3,14 m²,14 m²,8 m²,1,1,2,Oui,135 m²,,Connecté,Non,50 m²,Oui,,,,,,,,F,20130115-0000140385-01-2,71 kg CO₂/m²,Non communiqué,"Oui, conforme",Zone non inondable,,695.000 €,2.017 €,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",4426949,,1 octobre 2021 - 00:00,130 m²,,,,,Oui,Non,,,,,,,,1957,Non,,,,,,,,340 kWh/m²,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
125,À définir,,Excellent état,2,,1,,170 m²,38 m²,,Hyper équipée,,4,21 m²,11 m²,11 m²,2,1,3,Non,,195 m²,Connecté,Oui,100 m²,20 m²,Non,Non,,,Oui,Non,88 kWh/m²,B,281494-N-3-1-1-2,17 kg CO₂/m²,Non communiqué,Oui,,Zone non inondable,745.000 €,Non,"Avenue Orban 240
1150 - Woluwe-St-Pierre",,1 novembre 2021 - 00:00,,,11 m²,,,,,,,,,,,,2015,2.870 €,,,,,,,,,,,,,,,,4391872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,À rénover,4,,,,10 m²,,,,4,2,,,,Non,,,Non,578 m²,Connecté,Oui,285 m²,19 m²,Non communiqué,,,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Mazout,Villa,,Autre type de zone,4.605 €,"De Limburgstirumlaan 21
1780 - Wemmel",,,,238 m²,,,,,,,,Non,Non,1.150.000 €,,Non,Non,1970,Non,,,,,,,,,Zone non inondable,,Non,Non,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,
127,Après la signature de l’acte,,Bon,4,2,2,,260 m²,48 m²,,Hyper équipée,11 m²,4,14 m²,17 m²,17 m²,3,2,4,Non,,2000 m²,Connecté,Non,1700 m²,112 m²,Non,Non,,Oui,Oui,Non,351 kWh/m²,G,590530,70 kg CO₂/m²,Non communiqué,Oui,342 m²,,1.780.000 €,Non,"Avenue Orban 240
1150 - Woluwe-St-Pierre",,18 octobre 2021 - 00:00,,,15 m²,,,Oui,,,,,,,,Oui,1937,3.857 €,,,,,,,,,,,,,,,,4380508,Oui,,,,,,,,,,,,,,,,,,,,,,33 m²,,,,,,
128,Après la signature de l’acte,,Bon,3,1,1,,410 m²,49 m²,,Hyper équipée,26 m²,6,23 m²,21 m²,16 m²,4,,5,Non,Oui,513 m²,Connecté,Oui,513 m²,30 m²,Non,Non,Oui,Oui,Oui,,290 kWh/m²,F,Non communiqué,75 kg CO₂/m²,Non communiqué,Oui,523 m²,Zone non inondable,1.950.000 €,Non,"Chaussée de Waterloo 1382
1180 - Uccle",4184155,,,Oui,14 m²,12 m²,,Oui,,,Gaz,,,,,,1939,,,,,,,,9 m,,,,,Non,,9 m,,,Oui,,,,,,,,,,,,,,,,,,38 m²,,,,26 m²,,,,,,
129,Après la signature de l’acte,,Excellent état,3,5,,,648 m²,45 m²,Oui,Équipée,,10,,,,7,7,7,,Oui,400 m²,Connecté,Oui,,54 m²,Oui,,,,,,150 kWh/m²,C,20160509-0000337033-01-1,32 kg CO₂/m²,Non communiqué,Oui,,,2.685.000 €,Oui,"Avenue Louise 367
1050 - Ixelles",,,,,,,,,,,Gaz,,,,,,2015,5.954 €,,,,,,,,,,,,,,,,4401983,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Après la signature de l’acte,,Excellent état,4,2,2,,82 m²,Équipée,,7,,13 m²,12 m²,14 m²,10 m²,5,,Oui,780 m²,,Connecté,Non,400 m²,Oui,,Oui,Oui,,Non,,Non communiqué,Non communiqué,Non communiqué,29 kg CO₂/m²,Non communiqué,Gaz,1.550.000 €,,,7.060 €,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",4517181,,,400 m²,,13 m²,5,,Oui,Non,,Oui,,,,,,2003,Non,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Après la signature de l’acte,,Excellent état,3,3,,,515 m²,75 m²,,Équipée,25 m²,5,30 m²,30 m²,25 m²,4,4,5,,,600 m²,Connecté,Oui,,,Oui,,Oui,,Oui,,290 kWh/m²,F,20200416-TEST,75 kg CO₂/m²,Non communiqué,Oui,,,1.950.000 €,Oui,"Avenue Louise 367
1050 - Ixelles",,,,,20 m²,16 m²,,Oui,,,Mazout,,,,,,1981,,,,,,,,,,,,,,,,,4401970,Oui,,,,,,,,,,,,,,,,,,25 m²,,,,25 m²,,,,,,
132,Après la signature de l’acte,,Bon,3,1,2,,60 m²,Oui,Hyper équipée,6,,40 m²,26 m²,25 m²,17 m²,5,,Oui,598 m²,,Connecté,330 m²,,20 m²,Non,Non,Oui,,Non,,290 kWh/m²,F,20200416-TEST,75 kg CO₂/m²,Non communiqué,Mazout,Zone non inondable,,1.950.000 €,Non,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",4190954,,1 janvier 2021 - 00:00,410 m²,,15 m²,4,,Non,,,Oui,,,,,,1939,,,,,,,,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Après la signature de l’acte,,Excellent état,,4,,,460 m²,,Oui,Hyper équipée,18 m²,6,33 m²,18 m²,16 m²,1,3,,,,400 m²,Connecté,Oui,,50 m²,Oui,,,,,,104 kWh/m²,C,562307-N-1-1-5-4,18 kg CO₂/m²,Non communiqué,,,Zone non inondable,2.150.000 €,Non,"Avenue Delleur, 8
1170 - Watermael-Boitsfort",030/27651,,,,12 m²,11 m²,,Oui,,,Gaz,,Zone d'habitat mixte (habitat & activité économique),,,,2019,,,,,,,,,,Non,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Selon le locataire,Bruxelles (19 communes),Bon,2,,,,270 m²,,,Pas équipée,,4,11 m²,11 m²,11 m²,4,4,4,Non,,115 m²,Connecté,Oui,,2 m²,Non,Non,Oui,,,Non,485 kWh/m²,G,Non communiqué,93 kg CO₂/m²,Non communiqué,,,,725.000 €,Oui,"Avenue des Cerisiers, 212
1200 - Woluwe-St-Lambert",4519297,,,,,,,Oui,,,Gaz,,,,,,,1.234 €,,,,,,,5 m,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Après la signature de l’acte,,Bon,4,2,4,,,,,Américaine équipée,20 m²,,,,,,,3,Non,Non,449 m²,Connecté,Oui,,25 m²,Non,Oui,Oui,Oui,Oui,Non,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Oui,,,975.000 €,Oui,,,,,Oui,,,Non,,,,Gaz,Non,,,Non,Non,1928,3.721 €,,,,,,,,,,,,,,,202 m²,,Oui,,Oui,Non,Non,Oui,Non,Oui,Toutes sortes,,,,Sud,Non,Oui,Non,Non,Oui,250 m²,,1,,250 m²,,,,,,
136,Après la signature de l’acte,,Bon,4,2,5,,54 m²,Oui,Équipée,17 m²,5,16 m²,18 m²,13 m²,17 m²,3,,Oui,1938 m²,,Connecté,1938 m²,,50 m²,Non,Non,Oui,,Non,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Mazout,Zone non inondable,,1.100.000 €,5.758 €,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",4243964,,4 janvier 2021 - 00:00,275 m²,,12 m²,3,,Oui,Non,,Oui,,,,,,1966,Non,,,,,,,18.7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Après la signature de l’acte,,Excellent état,4,,,,600 m²,100 m²,,Hyper équipée,,7,,,,4,,,,,1367 m²,Connecté,Oui,,80 m²,,,,,,,159 kWh/m²,D,20140924-0000249394-01-3,34 kg CO₂/m²,Non communiqué,,,,3.800.000 €,Non,"Avenue Delleur, 8
1170 - Watermael-Boitsfort",030/24286,,,,,,,Oui,Oui,,Gaz,,,,,,2005,10.561 €,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,25 m²,,,,25 m²,,,,,,
138,Après la signature de l’acte,,Bon,2,,,,625 m²,,,,,5,,,,4,,,Non,,999 m²,,,600 m²,110 m²,,,,,,,190 kWh/m²,D,20131018-000101333-02-5,41 kg CO₂/m²,Non communiqué,Oui,,,999.000 €,Oui,"Square Levie 3
1200 - Woluwe-St-Lambert",3844993,,,Oui,,,,Oui,,,Gaz,,,,,,,3.537 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Après la signature de l’acte,,Bon,4,1,3,,460 m²,44 m²,Oui,,25 m²,5,40 m²,35 m²,14 m²,1,1,4,Non,,792 m²,Connecté,Oui,300 m²,55 m²,Non,Non,Oui,Oui,,Non,444 kWh/m²,G,Non communiqué,96 kg CO₂/m²,Non communiqué,Oui,460 m²,,1.800.000 €,Non,"Chaussée de Waterloo 1382
1180 - Uccle",4457551,,,,14 m²,11 m²,,Oui,Oui,,Gaz,,,,,,1959,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,7 m²,,,,,,,,,,
140,Selon le locataire,,Bon,2,,,,240 m²,36 m²,,Équipée,8 m²,6,25 m²,19 m²,18 m²,3,3,3,Non,,,Connecté,Oui,32 m²,,Non,Oui,Oui,,,Non,534 kWh/m²,G,20130712-0000176695-01-9,115 kg CO₂/m²,Non communiqué,Oui,,,595.000 €,Oui,"Avenue François Sebrechts 26
1080 - Molenbeek",4193451,,,,15 m²,,,Oui,,,Gaz,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Après la signature de l’acte,,,4,4,4,,421 m²,70 m²,,Hyper équipée,12 m²,7,20 m²,13 m²,16 m²,3,,4,Non,,1123 m²,Connecté,Oui,955 m²,120 m²,Non,Non,Oui,Oui,,Oui,230 kWh/m²,E,Non communiqué,46 kg CO₂/m²,Non communiqué,,589 m²,,1.790.000 €,Non,"Chaussée de Waterloo 1382
1180 - Uccle",4318379,,,,12 m²,11 m²,,Oui,Oui,,Gaz,,,,,,1970,8.232 €,,,,,,,13 m,,,,,,,17 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,2,1,,,270 m²,50 m²,,Équipée,,4,,,,3,,4,Non,,146 m²,,,70 m²,16 m²,,,,,,,321 kWh/m²,F,20190311-0000545439-01-9,64 kg CO₂/m²,Non communiqué,Non,,,750.000 €,Non,"Avenue Emile de Beco 89
1050 - Ixelles",,,,,,,,,,Sud-est,Gaz,Non,,Non,Non,Non,1950,,,,,,,,,,,,,,,,3 m²,1150FDK059,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,AS BUILD,,,,
143,À définir,,À rénover,4,2,,,300 m²,55 m²,,,14 m²,5,16 m²,9 m²,11 m²,2,,3,Non,,1244 m²,,,,,,,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Oui,,,1.295.000 €,Non,"Chaussée de Waterloo 1382
1180 - Uccle",4497037,,,,21 m²,11 m²,,Oui,Oui,,Mazout,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,1968,5.889 €,,,,,,,13.25 m,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,
144,Après la signature de l’acte,,Excellent état,4,2,,,,Américaine équipée,,25 m²,8,24 m²,24 m²,15 m²,19 m²,6,35 m²,,,,Connecté,Non,Oui,,,Non,Oui,Oui,Non,,208 kWh/m²,D,20150214-0000271323-01,44 kg CO₂/m²,Non communiqué,Gaz,2.750.000 €,,,Non,"Avenue Louise 200
1050 - Bruxelles",4362490,,,65 m²,,20 m²,6,,Oui,1700 m²,,Oui,,,,,,2005,,,,,,,,,Non,,,,,,,,,35 m²,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,
145,Après la signature de l’acte,,Excellent état,4,3,5,,600 m²,66 m²,Oui,Hyper équipée,31 m²,8,32 m²,28 m²,19 m²,6,,6,Non,,1700 m²,Connecté,Oui,,,Non,Oui,,,,,208 kWh/m²,D,20150214-0000271323-01-3,44 kg CO₂/m²,Non communiqué,Oui,,,2.750.000 €,Non,"Avenue Louise 366
1050 - Bruxelles-Quartier Louise",4130541,,,,23 m²,21 m²,,Oui,,,Gaz,,,,,,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,11 m²,,,,,,,,,,
146,Après la signature de l’acte,,,2,1,,,244 m²,,,Équipée,,4,,,,,1,3,Non,,,,,,10 m²,,,,,,,239 kWh/m²,E,20210705-0000592085-01-1,46 kg CO₂/m²,Non communiqué,Oui,,,710.000 €,Non,"Avenue des Volontaires 102 bte 7
1040 - Etterbeek",8876 - 354834,,,,,,,Oui,,Sud-ouest,Gaz,,,Non,,,1952,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
147,1,,,,Oui,,,,,Équipée,3,,Oui,,,,2,,Oui,,,Non communiqué,,,,,,,,,,,Non communiqué,Non communiqué,Non communiqué,Non communiqué,425.000 €,,,,,"Place Maurice Van Meenen, 2/1
1060 - BRUXELLES/BRUSSEL",Eléonore BLEECKX,,,,,,,2,210 m²,,,,,,,,,,Non,Oui,,Non,(àpd 25/09/21): sam. 13-15h et mar. 11-13h (sans rendez-vous) -,Après la signature de l’acte,1.983 €,,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,3,,,,,,,,,,,,1492 m²,,,,,,,,,Non communiqué,,,,,,,,,,,Non communiqué,Non communiqué,Non communiqué,La superficie selon titre de propriété (5a50ca + 7a12ca) et cad. (14a92ca) n’est pas identique,900.000 €,,,,,Aurélie BULCKAERT,,,,Oui,,,,,,,,,,,,,,,"Vergoteplein, 41
1030 - Schaerbeek",,3.998 €,Non,sam. 11-18-25/9/21 et 2/10/21 de 12-14h et mardis 14-21-28/9/21 et 5/10/21 de 15-17h. Masque obligatoire,Après la signature de l’acte,Non,,,,,,,,,,,Non communiqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,3,,,,,,,,,,,,Non communiqué,,,,,,,,,Non communiqué,,,,,,,,,,,Non communiqué,Non communiqué,Non communiqué,140.000 €,1.576 €,,,,,Irène CARRION JURADO,,,,170 m²,,,,,,,,,,,,,,,"Boulevard de la plaine 11
1050 - Ixelles",,,Non,sam. 2-9-16-23/10 de 9-11h et jeu. 7-14-21/10 de 12h30-14h30. MAX 2 PERS. MASQUE OBLIGATOIRE - GEL hydro-alcoolique non fourni.,À définir,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Après la signature de l’acte,Bruxelles (19 communes),Bon,2,1,1,"Zone d'habitat (résidentiel, urbain ou rural)",432 m²,,,,,,,,,,,,Non,,210 m²,Connecté,,,34 m²,,,,,,,292 kWh/m²,F,596121,59 kg CO₂/m²,Non communiqué,Oui,,Zone non inondable,1.350.000 €,Oui,"Oppemlaan, 32
1950 - Kraainem",4497687,,,Oui,,,,,,,Mazout,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,1974,,,,,,,,,,Non,,,Non,,,40 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Après la signature de l’acte,,À rafraîchir,2,,,,358 m²,,,Équipée,,8,,,,,,,Non,,200 m²,,,132 m²,,Non,Non,Oui,Non,Non,Non,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Non communiqué,Oui,,,749.000 €,Oui,"Kolonel Dusartplein 16
3500 - Hasselt",PR-Georges en Jacque,,,Oui,,,Non,,,Nord-ouest,Gaz,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,1950,,,,,,,,6 m,,Non,,Non,Non,,6 m,,,Non,,,,,,,,,Non,Non,,,Non,,,,,,,,,,,,,,,
152,Après la signature de l’acte,Bruxelles (19 communes),À rénover,2,,,"Zone d'habitat (résidentiel, urbain ou rural)",158 m²,40 m²,,,13 m²,3,17 m²,14 m²,11 m²,1,,2,Non,,186 m²,Connecté,,100 m²,15 m²,,,,,,,285 kWh/m²,F,Non communiqué,56 kg CO₂/m²,Non communiqué,Oui,,Zone non inondable,399.000 €,Non,"Oppemlaan, 32
1950 - Kraainem",4508368,,,Oui,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,813 €,,,,,,,,,Non,,,Non,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 m²
